userId,movieId,rating,timestamp
190000,110,4.0,1042715485
190000,260,3.0,1042715497
190000,480,2.0,1042715573
190000,1210,5.0,1042715542
190000,1288,5.0,1042715497
190000,1388,3.0,1042715543
190000,2628,2.0,1042715553
190000,2826,3.0,1042715515
190000,3300,3.0,1042715573
190000,5459,3.0,1042715485
190001,1,3.0,1418294055
190001,110,3.0,1418294053
190001,111,3.5,1418294013
190001,208,3.0,1418294079
190001,253,3.5,1418294082
190001,260,2.5,1418293057
190001,288,3.5,1418294037
190001,293,4.0,1418294021
190001,296,3.5,1418293570
190001,316,3.5,1418293957
190001,318,3.0,1418293046
190001,329,3.0,1418294076
190001,344,3.0,1418293933
190001,356,1.0,1418293911
190001,367,3.0,1418293951
190001,435,2.0,1418294306
190001,454,2.5,1418294004
190001,480,3.0,1418294049
190001,500,2.5,1418293948
190001,527,3.5,1418293061
190001,587,0.5,1418293987
190001,590,3.0,1418293920
190001,593,3.5,1418294048
190001,750,4.5,1418293155
190001,780,3.5,1418293916
190001,858,3.5,1418293930
190001,904,4.5,1418293161
190001,1036,3.0,1418294089
190001,1073,3.5,1418293981
190001,1089,4.0,1418294094
190001,1097,2.0,1418293949
190001,1136,3.0,1418293964
190001,1196,2.5,1418293059
190001,1197,3.5,1418293066
190001,1198,3.5,1418293050
190001,1200,3.5,1418294098
190001,1206,4.0,1418294030
190001,1210,2.5,1418293915
190001,1214,4.0,1418293977
190001,1215,4.0,1418293291
190001,1219,3.0,1418293230
190001,1221,3.5,1418293150
190001,1225,3.5,1418293671
190001,1240,3.0,1418293969
190001,1260,4.0,1418293631
190001,1261,4.5,1418293575
190001,1270,3.0,1418293928
190001,1356,3.5,1418294289
190001,1373,3.0,1418294352
190001,1527,3.5,1418294085
190001,1580,3.5,1418293942
190001,1584,3.0,1418294227
190001,1721,0.5,1418293944
190001,1909,3.5,1418294253
190001,1967,3.5,1418294505
190001,2118,3.5,1418293326
190001,2291,3.0,1418294489
190001,2396,1.0,1418294026
190001,2571,4.5,1418293919
190001,2628,3.0,1418293972
190001,2657,4.0,1418294355
190001,2683,2.0,1418294011
190001,2706,0.5,1418294039
190001,2716,3.0,1418293989
190001,2959,4.0,1418293163
190001,3000,4.5,1418293620
190001,3527,3.0,1418294229
190001,3578,3.0,1418293100
190001,3593,2.5,1418294272
190001,3676,3.0,1418293340
190001,3793,3.5,1418293109
190001,3917,4.5,1418293478
190001,4105,4.0,1418293294
190001,4226,3.5,1418293104
190001,4306,3.0,1418293092
190001,4878,3.0,1418294486
190001,4993,3.5,1418293087
190001,5349,3.5,1418293177
190001,5445,3.0,1418293181
190001,5502,3.0,1418294218
190001,5618,4.0,1418293552
190001,5944,3.0,1418294364
190001,5952,3.5,1418293088
190001,6242,3.5,1418293333
190001,6377,3.5,1418293173
190001,6502,3.5,1418293262
190001,6539,3.0,1418293183
190001,6975,3.5,1418293285
190001,6987,3.5,1418293243
190001,7153,3.5,1418293103
190001,7360,3.0,1418293388
190001,7387,3.5,1418293253
190001,7481,3.5,1418294315
190001,8874,3.5,1418293239
190001,27317,4.0,1418293345
190001,27773,3.5,1418293617
190001,31696,4.0,1418293595
190001,33004,3.0,1418294293
190001,42738,3.5,1418293810
190001,45081,4.5,1418293444
190001,48394,4.5,1418293697
190001,52281,3.5,1418293280
190001,52950,4.0,1418294534
190001,53468,3.0,1418293383
190001,54171,4.0,1418294567
190001,54995,3.5,1418293319
190001,55232,4.5,1418293636
190001,55820,2.5,1418293734
190001,56174,4.0,1418293305
190001,56757,3.5,1418293329
190001,56801,2.5,1418294150
